DUMMY,DUMMY,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28
1,1,5.374081291,15.03300855,0.238109285,0.254912038,122,48.8,0.03,3.331455039,0.05,0.61,193.5,0.1034,149.85,0.4,1.3,0.3,0.5,0.338,0.2,0.02,0.01,0.23,0.0571,2981.5,0.7445,0.056806665,23
1,2,5.52621292,36.590108,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0.4,1.35,0.2,0.5,0.324,0.2,0.02,0.01,0.45,0.072,331.5,1.209,0.071907904,21
1,3,5.490061536,25.01282407,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0.4,1.35,0.2,0.5,0.324,0.2,0.02,0.01,0.45,0.072,331.5,1.209,0.071907904,21
1,4,5.389025549,14.30824614,0.238109285,0.254912038,122,48.8,0.03,3.331455039,0.05,0.61,193.5,0.1034,149.85,0.4,1.3,0.3,0.5,0.338,0.2,0.02,0.01,0.23,0.0571,2981.5,0.7445,0.056806665,23
1,5,5.195018858,30.75699619,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0.4,1.35,0.2,0.5,0.324,0.2,0.02,0.01,0.45,0.072,331.5,1.209,0.071907904,21
1,6,5.364088875,25.57257288,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0.4,1.35,0.2,0.5,0.324,0.2,0.02,0.01,0.45,0.072,331.5,1.209,0.071907904,21
1,7,5.350403898,32.79095684,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.1334,228.35,1.368,0.133288272,35
1,8,5.895603022,29.41496266,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.1334,228.35,1.368,0.133288272,35
1,9,5.375386982,26.30660913,0.656276759,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,425.3,0.0476,254.7,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.45,0.1189,240.36,2.391,0.118899598,20
1,10,5.435860859,25.47888915,0.551131538,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,488.2,0.0509,312.8,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.45,0.061,459.83,1.617,0.060996113,20
1,11,5.255451865,27.62666262,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.1517,415.08,1.088,0.151364904,35
1,12,5.721938869,24.70406157,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.1517,415.08,1.088,0.151364904,35
1,13,5.249417843,28.94796509,0.656276759,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,425.3,0.0476,254.7,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.45,0.1189,240.36,2.391,0.118899487,20
1,14,5.157030626,26.73738071,0.551131538,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,488.2,0.0509,312.8,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.45,0.1888,329.05,0.432,0.172753138,20
1,15,6.524410629,29.62181433,0.343452198,0.224922387,122,48.8,0.03,3.331455039,0.05,0.61,1191.2,0.0187,1251.2,0.45,1.3,0.23,0.5,0.359775,0.2,0.02,0.01,0.23,0.284,848.73,0.379,0.255839748,23
1,16,5.436062228,26.72102677,0.390987144,0.209927561,165,66,0.03,4.505656406,0.05,0.61,422.1,0.0488,519.3,0.42,1.35,0.32,0.5,0.37422,0.2,0.02,0.01,0.23,3.6764,1,0.235,0.2,10
1,17,5.887819247,25.12638126,0.523808037,0.209927561,165,66,0.03,4.505656406,0.05,0.61,427.8,0.0526,374.6,0.52,1.3,0.4,0.5,0.4732,0.2,0.02,0.01,0.45,0.1906,284.53,1.03,0.190081627,15
1,18,5.693625065,25.49339274,0.390987144,0.209927561,165,66,0.03,4.505656406,0.05,0.61,422.1,0.0488,519.3,0.42,1.35,0.32,0.5,0.37422,0.2,0.02,0.01,0.23,3.6764,1,0.235,0.2,10
1,19,5.556935697,32.85264818,0.523808037,0.209927561,165,66,0.03,4.505656406,0.05,0.61,427.8,0.0526,374.6,0.52,1.3,0.4,0.5,0.4732,0.2,0.02,0.01,0.45,0.1906,284.53,1.03,0.190081627,15
1,20,6.281372615,17.36480777,0.343452198,0.224922387,122,48.8,0.03,3.331455039,0.05,0.61,1191.2,0.0187,1251.2,0.45,1.3,0.23,0.5,0.359775,0.2,0.02,0.01,0.23,0.284,848.73,0.379,0.255839748,23
1,21,6.057650368,30.89520335,0.390987144,0.209927561,165,66,0.03,4.505656406,0.05,0.61,422.1,0.0488,519.3,0.42,1.35,0.32,0.5,0.37422,0.2,0.02,0.01,0.23,3.6764,1,0.235,0.2,20
1,22,5.741724718,18.67893884,0.523808037,0.209927561,165,66,0.03,4.505656406,0.05,0.61,427.8,0.0526,374.6,0.52,1.3,0.4,0.5,0.4732,0.2,0.02,0.01,0.45,0.1906,284.53,1.03,0.190081627,15
1,23,6.450507733,42.56150971,0.343452198,0.224922387,122,48.8,0.03,3.331455039,0.05,0.61,1191.2,0.0187,1251.2,0.45,1.3,0.23,0.5,0.359775,0.2,0.02,0.01,0.23,0.284,848.73,0.379,0.255839748,20
1,24,5.837524391,36.51162985,0.390987144,0.209927561,165,66,0.03,4.505656406,0.05,0.61,422.1,0.0488,519.3,0.42,1.35,0.32,0.5,0.37422,0.2,0.02,0.01,0.23,3.6764,1,0.235,0.2,20
1,25,6.452710334,56.36532841,0.523808037,0.209927561,165,66,0.03,4.505656406,0.05,0.61,427.8,0.0526,374.6,0.52,1.3,0.4,0.5,0.4732,0.2,0.02,0.01,0.45,0.1906,284.53,1.03,0.190081627,20
1,26,6.2,20,0.207432039,0.234918937,155,62,0.03,4.23258632,0.05,0.42,362.5,0.0524,270.1,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.4176,127.05,0.426,0.03,10
1,27,6.2,20,0.207432039,0.234918937,155,62,0.03,4.23258632,0.05,0.42,362.5,0.0524,270.1,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.4176,127.05,0.426,0.03,10
1,28,6.2,20,0.207432039,0.234918937,155,62,0.03,4.23258632,0.05,0.42,362.5,0.0524,270.1,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.4176,127.05,0.426,0.03,10
1,29,6.2,20,0.207432039,0.234918937,155,62,0.03,4.23258632,0.05,0.42,362.5,0.0524,270.1,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.4176,127.05,0.426,0.03,10
1,30,6.2,20,0.207432039,0.234918937,155,62,0.03,4.23258632,0.05,0.42,362.5,0.0524,270.1,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.4176,127.05,0.426,0.03,10
1,31,6.2,20,0.207432039,0.234918937,155,62,0.03,4.23258632,0.05,0.42,362.5,0.0524,270.1,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.4176,127.05,0.426,0.03,10
1,32,6.2,20,0.207432039,0.234918937,155,62,0.03,4.23258632,0.05,0.42,362.5,0.0524,270.1,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.4176,127.05,0.426,0.03,10
1,33,5.328390999,15.31712214,0.238109285,0.254912038,122,48.8,0.03,3.331455039,0.05,0.61,193.5,0.1034,149.85,0.4,1.3,0.3,0.5,0.338,0.2,0.02,0.01,0.23,0.0571,2981.5,0.7445,0.056806665,23
1,34,5.489324825,38.49600072,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0.4,1.35,0.2,0.5,0.324,0.2,0.02,0.01,0.45,0.072,331.5,1.209,0.071907904,21
1,35,5.468570771,25.33842056,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0.4,1.35,0.2,0.5,0.324,0.2,0.02,0.01,0.45,0.072,331.5,1.209,0.071907904,21
1,36,5.382149685,14.34544085,0.238109285,0.254912038,122,48.8,0.03,3.331455039,0.05,0.61,193.5,0.1034,149.85,0.4,1.3,0.3,0.5,0.338,0.2,0.02,0.01,0.23,0.0571,2981.5,0.7445,0.056806665,23
1,37,5.190380207,30.83569568,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0.4,1.35,0.2,0.5,0.324,0.2,0.02,0.01,0.45,0.072,331.5,1.209,0.071907904,21
1,38,5.357717653,25.56332014,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0.4,1.35,0.2,0.5,0.324,0.2,0.02,0.01,0.45,0.072,331.5,1.209,0.071907904,21
1,39,5.297422213,32.58755603,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.1334,228.35,1.368,0.133288272,35
1,40,5.857741133,29.28682322,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.1334,228.35,1.368,0.133288272,35
1,41,5.36198498,26.95152304,0.656276759,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,425.3,0.0476,254.7,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.45,0.1189,240.36,2.391,0.118899598,20
1,42,5.424590484,25.58243585,0.551131538,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,488.2,0.0509,312.8,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.45,0.061,459.83,1.617,0.060996113,20
1,43,4.963173442,31.70127304,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.1517,415.08,1.088,0.151364904,35
1,44,5.621527085,25.34900593,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.1517,415.08,1.088,0.151364904,35
1,45,5.20699578,29.18683548,0.656276759,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,425.3,0.0476,254.7,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.45,0.1189,240.36,2.391,0.118899487,20
1,46,5.096571224,27.53521064,0.551131538,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,488.2,0.0509,312.8,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.45,0.1888,329.05,0.432,0.172753138,20
1,47,6.271965311,28.26313779,0.343452198,0.224922387,122,48.8,0.03,3.331455039,0.05,0.61,1191.2,0.0187,1251.2,0.45,1.3,0.23,0.5,0.359775,0.2,0.02,0.01,0.23,0.284,848.73,0.379,0.255839748,23
1,48,5.199810528,24.67498686,0.390987144,0.209927561,165,66,0.03,4.505656406,0.05,0.61,422.1,0.0488,519.3,0.42,1.35,0.32,0.5,0.37422,0.2,0.02,0.01,0.23,3.6764,1,0.235,0.2,10
1,49,5.68572287,26.33058246,0.523808037,0.209927561,165,66,0.03,4.505656406,0.05,0.61,427.8,0.0526,374.6,0.52,1.3,0.4,0.5,0.4732,0.2,0.02,0.01,0.45,0.1906,284.53,1.03,0.190081627,15
1,50,5.206555652,24.85874339,0.390987144,0.209927561,165,66,0.03,4.505656406,0.05,0.61,422.1,0.0488,519.3,0.42,1.35,0.32,0.5,0.37422,0.2,0.02,0.01,0.23,3.6764,1,0.235,0.2,10
1,51,5.380471703,36.03490906,0.523808037,0.209927561,165,66,0.03,4.505656406,0.05,0.61,427.8,0.0526,374.6,0.52,1.3,0.4,0.5,0.4732,0.2,0.02,0.01,0.45,0.1906,284.53,1.03,0.190081627,15
1,52,5.981485839,16.12176873,0.343452198,0.224922387,122,48.8,0.03,3.331455039,0.05,0.61,1191.2,0.0187,1251.2,0.45,1.3,0.23,0.5,0.359775,0.2,0.02,0.01,0.23,0.284,848.73,0.379,0.255839748,23
1,53,5.391332494,29.12054798,0.390987144,0.209927561,165,66,0.03,4.505656406,0.05,0.61,422.1,0.0488,519.3,0.42,1.35,0.32,0.5,0.37422,0.2,0.02,0.01,0.23,3.6764,1,0.235,0.2,20
1,54,5.150848522,24.94121781,0.523808037,0.209927561,165,66,0.03,4.505656406,0.05,0.61,427.8,0.0526,374.6,0.52,1.3,0.4,0.5,0.4732,0.2,0.02,0.01,0.45,0.1906,284.53,1.03,0.190081627,15
1,55,5.614838521,31.78034831,0.343452198,0.224922387,122,48.8,0.03,3.331455039,0.05,0.61,1191.2,0.0187,1251.2,0.45,1.3,0.23,0.5,0.359775,0.2,0.02,0.01,0.23,0.284,848.73,0.379,0.255839748,23
1,56,3.07564738,65.10060075,0.390987144,0.209927561,165,66,0.03,4.505656406,0.05,0.61,422.1,0.0488,519.3,0.42,1.35,0.32,0.5,0.37422,0.2,0.02,0.01,0.23,3.6764,1,0.235,0.2,21
1,57,4.980121207,38.42747545,0.523808037,0.209927561,165,66,0.03,4.505656406,0.05,0.61,427.8,0.0526,374.6,0.52,1.3,0.4,0.5,0.4732,0.2,0.02,0.01,0.45,0.1906,284.53,1.03,0.190081627,21
1,58,4.747218305,18.93099837,0.238109285,0.254912038,122,48.8,0.03,3.331455039,0.05,0.61,193.5,0.1034,149.85,0.4,1.3,0.3,0.5,0.338,0.2,0.02,0.01,0.23,0.0571,2981.5,0.7445,0.056806665,23
1,59,5.328243557,46.81856699,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0.4,1.35,0.2,0.5,0.324,0.2,0.02,0.01,0.45,0.072,331.5,1.209,0.071907904,21
1,60,5.180257656,29.70651715,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0.4,1.35,0.2,0.5,0.324,0.2,0.02,0.01,0.45,0.072,331.5,1.209,0.071907904,21
1,61,4.800781032,17.49033151,0.238109285,0.254912038,122,48.8,0.03,3.331455039,0.05,0.61,193.5,0.1034,149.85,0.4,1.3,0.3,0.5,0.338,0.2,0.02,0.01,0.23,0.0571,2981.5,0.7445,0.056806665,35
1,62,5.004247427,33.99362979,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0.4,1.35,0.2,0.5,0.324,0.2,0.02,0.01,0.45,0.072,331.5,1.209,0.071907904,35
1,63,5.037067651,25.09764941,0.561874857,0.244915488,145,58,0.03,3.959516235,0.05,0.61,323.55,0.10755,198,0.4,1.35,0.2,0.5,0.324,0.2,0.02,0.01,0.45,0.072,331.5,1.209,0.071907904,20
1,64,5.0458974,31.62193272,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.1334,228.35,1.368,0.133288272,20
1,65,5.47651423,27.99660234,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.1334,228.35,1.368,0.133288272,35
1,66,5.299185373,29.97348489,0.656276759,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,425.3,0.0476,254.7,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.45,0.1189,240.36,2.391,0.118899598,35
1,67,5.278856356,26.92136987,0.551131538,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,488.2,0.0509,312.8,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.45,0.061,459.83,1.617,0.060996113,20
1,68,4.675257657,35.71506456,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.1517,415.08,1.088,0.151364904,20
1,69,5.112867611,28.61612305,0.543185516,0.18993446,193,77.2,0.03,5.270252644,0.05,0.61,361,0.0384,216.2,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.23,0.1517,415.08,1.088,0.151364904,23
1,70,4.940865151,30.68536529,0.656276759,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,425.3,0.0476,254.7,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.45,0.1189,240.36,2.391,0.118899487,10
1,71,4.803825487,31.39832043,0.551131538,0.19993101,299,119.6,0.03,8.164795547,0.05,0.61,488.2,0.0509,312.8,0.5,1.4,0.2,0.5,0.42,0.2,0.02,0.01,0.45,0.1888,329.05,0.432,0.172753138,15
1,72,5.494745573,24.08009241,0.343452198,0.224922387,122,48.8,0.03,3.331455039,0.05,0.61,1191.2,0.0187,1251.2,0.45,1.3,0.23,0.5,0.359775,0.2,0.02,0.01,0.23,0.284,848.73,0.379,0.255839748,10
1,73,4.936068698,22.39087078,0.390987144,0.209927561,165,66,0.03,4.505656406,0.05,0.61,422.1,0.0488,519.3,0.42,1.35,0.32,0.5,0.37422,0.2,0.02,0.01,0.23,3.6764,1,0.235,0.2,15
1,74,5.178805568,29.35107413,0.523808037,0.209927561,165,66,0.03,4.505656406,0.05,0.61,427.8,0.0526,374.6,0.52,1.3,0.4,0.5,0.4732,0.2,0.02,0.01,0.45,0.1906,284.53,1.03,0.190081627,23
1,75,4.981440328,24.56541909,0.390987144,0.209927561,165,66,0.03,4.505656406,0.05,0.61,422.1,0.0488,519.3,0.42,1.35,0.32,0.5,0.37422,0.2,0.02,0.01,0.23,3.6764,1,0.235,0.2,20
1,76,5.343842989,36.69545243,0.523808037,0.209927561,165,66,0.03,4.505656406,0.05,0.61,427.8,0.0526,374.6,0.52,1.3,0.4,0.5,0.4732,0.2,0.02,0.01,0.45,0.1906,284.53,1.03,0.190081627,15
1,77,5.333802504,13.43710328,0.343452198,0.224922387,122,48.8,0.03,3.331455039,0.05,0.61,1191.2,0.0187,1251.2,0.45,1.3,0.23,0.5,0.359775,0.2,0.02,0.01,0.23,0.284,848.73,0.379,0.255839748,23
1,78,5.108689712,28.36776384,0.390987144,0.209927561,165,66,0.03,4.505656406,0.05,0.61,422.1,0.0488,519.3,0.42,1.35,0.32,0.5,0.37422,0.2,0.02,0.01,0.23,3.6764,1,0.235,0.2,20
